"MatchURL","League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Href","Player_Num","Nation","First_pos_fbref","Other_pos_fbref","Age","Min","Competition_Name","Gender","Country","Tier","Season_End_Year","ws_rating","ws_position","outcome"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","fulham","Home","bobby reid","/en/players/0f7533cd/Bobby-Reid",14,"JAM","LW","RW","29-185",89,"Premier League","M","ENG","1st",2023,6.74,"AML","draw"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","fulham","Home","shane duffy","/en/players/7314bba4/Shane-Duffy",5,"IRL","RW",NA,"30-217",1,"Premier League","M","ENG","1st",2023,6,"Sub","draw"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","fulham","Home","neeskens kebano","/en/players/18b999f4/Neeskens-Kebano",7,"COD","RW",NA,"30-149",65,"Premier League","M","ENG","1st",2023,6.52,"AMR","draw"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","fulham","Home","manor solomon","/en/players/886f9aac/Manor-Solomon",11,"ISR","LW","RW","23-013",25,"Premier League","M","ENG","1st",2023,6.02,"Sub","draw"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","fulham","Home","andreas pereira","/en/players/6639e500/Andreas-Pereira",18,"BRA","AM",NA,"26-217",88,"Premier League","M","ENG","1st",2023,6.2,"AMC","draw"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","fulham","Home","tom cairney","/en/players/a8748947/Tom-Cairney",10,"SCO","AM",NA,"31-198",2,"Premier League","M","ENG","1st",2023,6.05,"Sub","draw"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","fulham","Home","joao palhinha","/en/players/a78ff07f/Joao-Palhinha",26,"POR","DM",NA,"27-028",90,"Premier League","M","ENG","1st",2023,6.83,"DMC","draw"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","fulham","Home","harrison reed","/en/players/803ae100/Harrison-Reed",6,"ENG","DM",NA,"27-191",90,"Premier League","M","ENG","1st",2023,6.74,"DMC","draw"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","fulham","Home","antonee robinson","/en/players/289601e6/Antonee-Robinson",33,"USA","LB",NA,"24-363",90,"Premier League","M","ENG","1st",2023,6.31,"DL","draw"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","fulham","Home","tim ream","/en/players/28b40c9c/Tim-Ream",13,"USA","CB",NA,"34-305",90,"Premier League","M","ENG","1st",2023,7.08,"DC","draw"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","fulham","Home","tosin adarabioyo","/en/players/c81d773d/Tosin-Adarabioyo",4,"ENG","CB",NA,"24-316",90,"Premier League","M","ENG","1st",2023,6.63,"DC","draw"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","fulham","Home","kenny tete","/en/players/77d7c96f/Kenny-Tete",2,"NED","RB",NA,"26-301",90,"Premier League","M","ENG","1st",2023,7.47,"DR","draw"
