"MatchURL","League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Href","Player_Num","Nation","First_pos_fbref","Other_pos_fbref","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons","Competition_Name","Gender","Country","Tier","Season_End_Year","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Tkl_Tackles","TklW_Tackles","Def.3rd_Tackles","Mid.3rd_Tackles","Att.3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Tkl.Int","Clr","Err","Touches_Touches","Def.Pen_Touches","Def.3rd_Touches","Mid.3rd_Touches","Att.3rd_Touches","Att.Pen_Touches","Live_Touches","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","TotDist_Carries","PrgDist_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","X2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels","ws_rating","fotmob_position_short","fotmob_position","fotmob_rating","sofa_position","sofa_rating","ws_position"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Arsenal","Away","martin odegaard","/en/players/79300479/Martin-Odegaard",8,"NOR","RM",NA,"23-231",89,0,0,0,0,2,0,0,0,51,2,0,0,0.1,0.1,0,0,0,29,41,70.7,4,27,1,1,0,"Premier League","M","ENG","1st",2023,29,41,70.7,419,121,16,21,76.2,7,8,87.5,2,2,100,0,0.1,0,0,2,0,4,41,38,2,2,0,0,1,0,0,0,0,0,29,1,4,2,1,2,0,0,0,0,0,0,0,0,0,2,1,0,51,3,13,18,21,3,51,0,1,100,115,66,1,0,0,0,27,4,0,0,0,0,1,1,0,0,0,7,1,0,100,6.86,"AM","Midfielder",7.36,"M",7.1,"MC"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Arsenal","Away","albert sambi lokonga","/en/players/1b4f1169/Albert-Sambi-Lokonga",23,"BEL","CM","RW","22-287",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,100,0,1,0,0,0,"Premier League","M","ENG","1st",2023,1,1,100,8,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6.08,"","Substitute",NA,"M",NA,"Sub"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Arsenal","Away","oleksandr zinchenko","/en/players/51cf8561/Oleksandr-Zinchenko",35,"UKR","LB",NA,"25-233",82,0,1,0,0,1,1,0,0,68,5,3,0,0,0,0.3,2,1,43,55,78.2,5,38,1,0,0,"Premier League","M","ENG","1st",2023,43,55,78.2,663,223,25,29,86.2,17,21,81,1,3,33.3,0.3,0.4,2,5,1,0,5,55,49,5,0,0,0,1,5,0,0,0,0,43,1,0,5,1,1,3,1,2,5,40,3,0,0,0,8,1,0,68,4,14,37,17,3,68,0,0,0,173,81,0,0,1,2,42,5,0,0,0,0,1,1,0,0,0,6,2,2,50,8.08,"LB","Defender",8.16,"D",7.5,"DL"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Arsenal","Away","kieran tierney","/en/players/fce2302c/Kieran-Tierney",3,"SCO","LB",NA,"25-061",8,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,2,4,50,0,2,1,0,0,"Premier League","M","ENG","1st",2023,2,4,50,26,0,2,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,2,2,100,0,0,0,0,2,1,0,7,1,5,2,0,0,7,0,0,0,22,19,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.38,"","Substitute",NA,"D",6.8,"Sub"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Arsenal","Away","gabriel dos santos","/en/players/67ac5bb8/Gabriel-Dos-Santos",6,"BRA","CB",NA,"24-229",90,0,0,0,0,0,0,0,0,67,1,1,2,0,0,0,0,0,52,58,89.7,1,48,1,0,0,"Premier League","M","ENG","1st",2023,52,58,89.7,1100,470,16,17,94.1,29,29,100,7,11,63.6,0,0,0,5,0,0,1,58,57,1,1,0,3,0,0,0,0,0,0,52,0,0,1,0,0,1,0,0,1,0,1,2,2,0,2,3,0,67,14,39,27,2,1,67,0,0,0,268,196,0,0,0,0,52,1,0,0,3,0,0,0,0,0,0,3,2,2,50,7.19,"CB","Defender",7.17,"D",7.3,"DC"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Arsenal","Away","william saliba","/en/players/972aeb2a/William-Saliba",12,"FRA","CB",NA,"21-134",90,0,0,0,0,0,0,0,0,59,1,0,2,0,0,0,1,0,45,48,93.8,2,40,0,1,1,"Premier League","M","ENG","1st",2023,45,48,93.8,868,257,12,12,100,31,32,96.9,2,4,50,0,0,0,2,0,0,2,48,47,1,1,0,0,0,0,0,0,0,0,45,0,0,1,0,1,0,0,1,1,100,0,2,1,1,1,7,0,59,10,34,24,1,0,59,100,0,0,216,107,0,0,1,1,37,0,0,0,1,0,0,0,0,0,0,7,1,0,100,7.25,"CB","Defender",7.48,"D",7.4,"DC"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Arsenal","Away","ben white","/en/players/35e413f1/Ben-White",4,"ENG","RB",NA,"24-301",90,0,0,0,0,0,0,1,0,63,8,1,4,0,0,0.1,1,0,31,41,75.6,6,24,2,2,1,"Premier League","M","ENG","1st",2023,31,41,75.6,552,317,13,15,86.7,14,18,77.8,2,5,40,0.1,0,1,4,2,0,6,41,32,9,1,0,0,1,8,0,0,0,0,31,0,0,8,5,4,3,1,6,8,75,2,4,1,3,9,4,0,63,7,28,26,9,0,63,50,0,0,172,75,1,0,4,1,24,0,0,2,3,0,1,5,0,0,0,6,0,0,0,7.71,"RB","Defender",8.13,"D",7.7,"DR"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Arsenal","Away","aaron ramsdale","/en/players/466fb2c5/Aaron-Ramsdale",1,"ENG","GK",NA,"24-083",90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,24,32,75,0,24,0,0,0,"Premier League","M","ENG","1st",2023,24,32,75,732,527,7,8,87.5,8,8,100,9,16,56.3,0,0,0,2,1,0,0,32,25,7,5,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,33,0,0,0,33,0,0,0,132,68,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,100,7.18,"GK","Keeper",7.19,"G",7.4,"GK"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Fulham","Home","aleksandar mitrovic","/en/players/3925dbd6/Aleksandar-Mitrovic",9,"SRB","FW",NA,"27-324",90,2,0,1,1,2,1,0,0,45,1,1,1,0.9,0.2,0.1,4,1,10,28,35.7,4,26,4,2,2,"Premier League","M","ENG","1st",2023,10,28,35.7,143,20,7,15,46.7,2,7,28.6,1,1,100,0.1,0,1,1,0,0,4,28,28,0,0,1,0,0,0,0,0,0,0,10,0,4,1,0,1,0,0,1,1,100,0,1,1,0,2,3,0,45,4,10,18,18,4,44,100,0,0,140,70,3,2,4,1,32,6,0,1,4,1,0,0,1,0,0,7,11,3,78.6,9.61,"ST","Attacker",9.39,"F",9.4,"FW"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Fulham","Home","bobby reid","/en/players/0f7533cd/Bobby-Reid",14,"JAM","LW","RW","29-185",89,0,0,0,0,1,1,1,0,37,2,0,0,0,0,0.1,1,0,19,26,73.1,1,30,3,1,1,"Premier League","M","ENG","1st",2023,19,26,73.1,249,62,12,12,100,6,9,66.7,0,0,0,0.1,0,1,0,2,1,1,26,25,0,0,0,0,4,0,0,0,0,0,19,1,2,2,1,0,0,2,0,0,0,0,0,0,0,2,1,0,37,1,6,13,20,1,37,100,0,0,153,103,2,1,2,2,28,10,0,0,1,0,4,1,0,0,0,7,1,1,50,6.74,"LW","Midfielder",7.24,"M",6.9,"AML"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Fulham","Home","shane duffy","/en/players/7314bba4/Shane-Duffy",5,"IRL","RW",NA,"30-217",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Premier League","M","ENG","1st",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"","Substitute",NA,"D",NA,"Sub"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Fulham","Home","neeskens kebano","/en/players/18b999f4/Neeskens-Kebano",7,"COD","RW",NA,"30-149",65,0,0,0,0,1,0,0,0,23,1,0,0,0,0,0.1,1,1,11,15,73.3,1,19,0,2,1,"Premier League","M","ENG","1st",2023,11,15,73.3,123,19,4,5,80,4,5,80,0,1,0,0.1,0,1,0,0,0,1,15,15,0,0,0,1,1,0,0,0,0,0,11,0,1,1,0,1,0,0,1,2,50,1,0,0,0,1,0,0,23,0,2,6,15,4,23,50,1,50,60,21,0,0,1,1,16,2,0,1,1,2,1,0,0,0,0,5,0,2,0,6.52,"RW","Midfielder",6.91,"M",6.5,"AMR"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Fulham","Home","manor solomon","/en/players/886f9aac/Manor-Solomon",11,"ISR","LW","RW","23-013",25,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,1,1,2,3,66.7,1,6,0,2,0,"Premier League","M","ENG","1st",2023,2,3,66.7,44,33,1,1,100,0,1,0,1,1,100,0,0,0,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,100,0,0,0,0,1,0,0,10,1,6,2,2,0,10,0,2,100,23,5,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6.02,"","Substitute",6.04,"F",6.2,"Sub"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Fulham","Home","andreas pereira","/en/players/6639e500/Andreas-Pereira",18,"BRA","AM",NA,"26-217",88,0,0,0,0,1,0,0,0,37,0,0,0,0.1,0.1,0,2,0,16,30,53.3,2,24,1,1,0,"Premier League","M","ENG","1st",2023,16,30,53.3,251,141,12,18,66.7,1,2,50,3,8,37.5,0,0.1,1,3,0,0,2,30,24,5,1,0,0,6,0,4,2,1,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,4,12,22,2,37,0,1,100,98,52,0,1,3,0,24,6,0,2,0,1,6,0,0,0,0,3,1,0,100,6.2,"AM","Midfielder",6.38,"M",6.4,"AMC"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Fulham","Home","tom cairney","/en/players/a8748947/Tom-Cairney",10,"SCO","AM",NA,"31-198",2,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,"Premier League","M","ENG","1st",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,100,0,2,0,2,1,0,0,4,0,1,1,2,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05,"","Substitute",NA,"M",NA,"Sub"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Fulham","Home","joao palhinha","/en/players/a78ff07f/Joao-Palhinha",26,"POR","DM",NA,"27-028",90,0,0,0,0,2,0,0,0,43,6,1,3,0.1,0.1,0,1,0,20,26,76.9,6,12,0,1,0,"Premier League","M","ENG","1st",2023,20,26,76.9,315,99,10,14,71.4,8,9,88.9,1,2,50,0,0,0,5,0,0,6,26,22,4,1,0,0,0,0,0,0,0,0,20,0,0,6,4,1,4,1,2,2,100,0,3,0,3,7,1,0,43,1,5,32,6,3,43,0,0,0,21,10,0,0,1,1,9,1,0,1,1,0,0,4,0,0,0,4,2,3,40,6.83,"DM","Midfielder",6.75,"M",7.1,"DMC"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Fulham","Home","harrison reed","/en/players/803ae100/Harrison-Reed",6,"ENG","DM",NA,"27-191",90,0,0,0,0,1,0,0,0,51,3,2,1,0.1,0.1,0,1,0,19,34,55.9,3,23,1,1,0,"Premier League","M","ENG","1st",2023,19,34,55.9,204,72,13,18,72.2,2,8,25,1,3,33.3,0,0,1,2,1,0,3,34,33,0,0,0,0,2,0,0,0,0,0,19,1,0,3,2,2,0,1,1,2,50,1,1,1,0,5,3,0,51,5,12,27,12,2,51,0,1,100,90,43,0,0,5,0,22,2,0,0,0,0,2,2,0,0,0,5,3,1,75,6.74,"DM","Midfielder",6.96,"M",6.8,"DMC"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Fulham","Home","antonee robinson","/en/players/289601e6/Antonee-Robinson",33,"USA","LB",NA,"24-363",90,0,0,0,0,0,0,0,0,55,1,2,0,0,0,0,0,0,27,46,58.7,3,26,0,0,0,"Premier League","M","ENG","1st",2023,27,46,58.7,418,279,11,13,84.6,12,18,66.7,2,11,18.2,0,0,0,1,1,0,3,46,37,9,0,0,0,3,9,0,0,0,0,27,0,2,1,1,1,0,0,1,2,50,1,0,0,0,3,5,0,55,6,26,22,7,0,55,0,0,0,77,27,0,0,0,0,17,2,0,1,0,0,3,1,0,0,0,10,0,0,0,6.31,"LB","Defender",6.82,"D",6.4,"DL"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Fulham","Home","tim ream","/en/players/28b40c9c/Tim-Ream",13,"USA","CB",NA,"34-305",90,0,0,0,0,0,0,0,0,41,1,1,1,0,0,0,2,0,19,27,70.4,4,18,0,1,1,"Premier League","M","ENG","1st",2023,19,27,70.4,397,221,8,9,88.9,7,9,77.8,3,8,37.5,0,0,0,3,0,0,4,27,26,1,1,0,0,0,0,0,0,0,0,19,0,0,1,0,1,0,0,1,2,50,1,1,1,0,2,6,0,41,10,21,17,3,1,41,100,0,0,46,15,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,8,1,0,100,7.08,"CB","Defender",7.42,"D",7.1,"DC"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Fulham","Home","tosin adarabioyo","/en/players/c81d773d/Tosin-Adarabioyo",4,"ENG","CB",NA,"24-316",90,0,0,0,0,0,0,0,0,37,2,1,0,0,0,0,0,0,17,26,65.4,5,12,0,0,0,"Premier League","M","ENG","1st",2023,17,26,65.4,370,161,6,9,66.7,8,10,80,3,6,50,0,0,0,5,0,0,5,26,25,1,1,0,1,0,0,0,0,0,0,17,0,1,2,0,2,0,0,0,0,0,0,0,0,0,3,7,0,37,10,19,17,1,0,37,0,0,0,55,30,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,5,2,0,100,6.63,"CB","Defender",6.71,"D",6.8,"DC"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Fulham","Home","kenny tete","/en/players/77d7c96f/Kenny-Tete",2,"NED","RB",NA,"26-301",90,0,1,0,0,0,0,1,0,58,5,2,1,0,0,0.1,1,1,30,47,63.8,1,18,1,0,0,"Premier League","M","ENG","1st",2023,30,47,63.8,415,214,21,26,80.8,6,13,46.2,2,3,66.7,0.1,0.1,1,3,1,1,1,47,31,15,2,0,0,3,13,0,0,0,0,30,1,3,5,5,3,0,2,2,2,100,0,1,0,1,7,5,0,58,4,13,29,16,0,58,0,0,0,40,12,0,0,0,0,15,1,0,1,1,0,3,5,0,0,0,4,1,3,25,7.47,"RB","Defender",7.84,"D",7.3,"DR"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Fulham","Home","marek rodak","/en/players/17acc2ed/Marek-Rodak",1,"SVK","GK",NA,"25-236",90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,13,32,40.6,0,18,0,0,0,"Premier League","M","ENG","1st",2023,13,32,40.6,631,590,1,1,100,0,0,0,11,30,36.7,0,0,0,0,0,0,0,32,18,14,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,33,0,0,0,33,0,0,0,113,45,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,100,6.05,"GK","Keeper",5.68,"G",6.2,"GK"
"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Premier League","06/08/2022","Premier League (Matchweek 1)","fulham","4-2-3-1",2,1.2,"Aleksandar Mitrović · 32&rsquor; Aleksandar Mitrović (P) · 72&rsquor;",2,0,"liverpool","04/03/2003",2,1.2,"Darwin Núñez · 64&rsquor; Mohamed Salah · 80&rsquor;",0,0,"https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League","Liverpool","Away","roberto firmino","/en/players/4c370d81/Roberto-Firmino",9,"BRA","FW",NA,"30-308",50,0,0,0,0,0,0,0,0,33,1,0,1,0,0,0,0,0,19,26,73.1,3,15,1,0,0,"Premier League","M","ENG","1st",2023,19,26,73.1,233,54,16,20,80,2,4,50,1,1,100,0,0,0,2,1,0,3,26,24,1,0,0,0,0,1,0,0,0,0,19,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,33,1,5,17,12,3,33,0,0,0,86,15,0,1,2,2,22,3,0,0,0,0,0,1,0,0,0,3,1,0,100,6.12,"CF","Attacker",6.34,"F",6.6,"FW"
