"MatchURL","League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Href","Player_Num","Nation","First_pos_fbref","Other_pos_fbref","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons","Competition_Name","Gender","Country","Tier","Season_End_Year","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Tkl_Tackles","TklW_Tackles","Def.3rd_Tackles","Mid.3rd_Tackles","Att.3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Tkl.Int","Clr","Err","Touches_Touches","Def.Pen_Touches","Def.3rd_Touches","Mid.3rd_Touches","Att.3rd_Touches","Att.Pen_Touches","Live_Touches","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","TotDist_Carries","PrgDist_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","X2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels","ws_rating","fotmob_position_short","fotmob_position","fotmob_rating","sofa_position","sofa_rating","ws_position"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Crystal Palace","Home","tyrick mitchell","/en/players/5cbd1eb0/Tyrick-Mitchell",3,"ENG","LB",NA,"22-338",90,0,0,0,0,0,0,0,0,76,1,2,2,0,0,0,0,0,50,66,75.8,4,49,0,1,0,"Premier League","M","ENG","1st",2023,50,66,75.8,848,304,23,26,88.5,22,25,88,4,10,40,0,0,0,3,0,0,4,66,53,13,0,0,0,1,13,0,0,0,0,50,0,3,1,1,1,0,0,1,1,100,0,2,1,1,3,3,0,76,7,25,40,12,0,76,0,1,100,183,80,1,0,1,1,48,3,0,2,1,0,1,1,0,0,0,8,0,1,0,6.26,"LB","Defender",6.35,"D",6.5,"DL"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Crystal Palace","Home","marc guehi","/en/players/d0706b27/Marc-Guehi",6,"ENG","CB",NA,"22-023",90,0,0,0,0,0,0,0,0,114,0,1,4,0,0,0,0,0,93,105,88.6,6,94,0,0,0,"Premier League","M","ENG","1st",2023,93,105,88.6,1813,592,25,25,100,62,64,96.9,6,15,40,0,0,0,4,0,0,6,105,104,1,1,0,0,0,0,0,0,0,0,93,0,1,0,0,0,0,0,0,2,0,2,4,2,2,1,1,0,114,10,59,52,3,0,114,0,0,0,404,210,0,0,0,0,92,0,0,1,0,0,0,0,0,0,1,6,1,3,25,5.49,"CB","Defender",4.97,"D",6.2,"DC"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Crystal Palace","Home","joachim andersen","/en/players/e34fc66d/Joachim-Andersen",16,"DEN","CB",NA,"26-066",90,0,0,0,0,0,0,0,0,123,6,2,0,0,0,0.1,2,0,93,107,86.9,2,89,0,0,0,"Premier League","M","ENG","1st",2023,93,107,86.9,2310,827,24,27,88.9,52,54,96.3,17,26,65.4,0.1,0.1,1,10,0,0,2,107,102,5,3,0,4,1,2,0,0,0,0,93,0,0,6,1,4,2,0,1,3,33.3,2,0,0,0,8,9,0,123,16,73,43,7,3,123,0,0,0,459,134,0,0,0,0,91,1,0,1,2,0,1,1,0,0,0,5,4,0,100,7.62,"CB","Defender",7.46,"D",7.9,"DC"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Crystal Palace","Home","nathaniel clyne","/en/players/0442183b/Nathaniel-Clyne",17,"ENG","RB",NA,"31-122",90,0,0,0,0,0,0,1,0,73,0,1,0,0,0,0.1,2,0,59,68,86.8,8,48,0,1,1,"Premier League","M","ENG","1st",2023,59,68,86.8,866,239,34,36,94.4,25,28,89.3,0,3,0,0.1,0,1,6,0,0,8,68,58,10,0,0,0,2,10,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,73,2,20,37,17,0,73,100,0,0,159,94,0,0,0,0,48,0,0,1,1,0,2,0,0,0,0,1,1,1,50,6.15,"RB","Defender",6.54,"D",6.5,"DR"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Crystal Palace","Home","vicente guaita","/en/players/ab13a5aa/Vicente-Guaita",13,"ESP","GK",NA,"35-207",90,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,37,39,94.9,0,31,0,0,0,"Premier League","M","ENG","1st",2023,37,39,94.9,887,552,12,12,100,13,13,100,11,13,84.6,0,0,0,0,0,0,0,39,31,8,4,0,1,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,34,40,0,0,0,40,0,0,0,154,63,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6.2,"GK","Keeper",6.04,"G",6.3,"GK"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Arsenal","Away","gabriel jesus","/en/players/b66315ae/Gabriel-Jesus",9,"BRA","FW",NA,"25-124",82,0,0,0,0,1,0,0,0,38,1,1,0,0.1,0.1,0,4,0,20,28,71.4,3,24,3,6,6,"Premier League","M","ENG","1st",2023,20,28,71.4,315,86,10,13,76.9,8,9,88.9,2,2,100,0,0.1,0,2,2,0,3,28,27,1,0,0,0,0,0,0,0,0,0,20,0,2,1,1,0,1,0,1,3,33.3,2,0,0,0,2,0,0,38,0,1,23,15,7,38,100,0,0,176,74,1,1,4,4,35,8,0,2,1,2,0,1,0,0,0,4,2,3,40,7.22,"ST","Attacker",6.95,"F",7,"FW"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Arsenal","Away","eddie nketiah","/en/players/a53649b7/Eddie-Nketiah",14,"ENG","FW",NA,"23-067",8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.1,2,0,3,3,100,1,3,0,1,1,"Premier League","M","ENG","1st",2023,3,3,100,49,10,2,2,100,1,1,100,0,0,0,0.1,0,1,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,1,0,4,100,0,0,11,4,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.35,"","Substitute",NA,"F",6.7,"Sub"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Arsenal","Away","gabriel martinelli","/en/players/48a5a5d6/Gabriel-Martinelli",11,"BRA","LW",NA,"21-048",90,1,0,0,0,2,1,0,0,35,0,0,1,0.4,0.4,0.1,1,0,24,28,85.7,3,27,1,3,3,"Premier League","M","ENG","1st",2023,24,28,85.7,404,40,12,14,85.7,8,9,88.9,3,4,75,0.1,0,1,3,0,0,3,28,27,1,0,0,1,2,0,1,1,0,0,24,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,1,0,35,1,1,18,17,3,35,100,0,0,172,60,2,0,1,3,30,8,0,1,1,0,2,0,0,0,0,2,1,1,50,7.67,"LW","Midfielder",7.78,"F",7,"FWL"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Arsenal","Away","bukayo saka","/en/players/bc7dc64d/Bukayo-Saka",7,"ENG","RW",NA,"20-334",90,0,0,0,0,3,0,0,0,48,2,0,3,0.3,0.3,0,3,1,25,35,71.4,1,31,5,3,1,"Premier League","M","ENG","1st",2023,25,35,71.4,292,74,16,19,84.2,3,7,42.9,1,4,25,0,0.1,0,1,0,0,1,35,30,5,1,0,0,6,0,4,4,0,0,25,0,0,2,1,2,0,0,0,1,0,1,3,0,3,2,2,0,48,2,8,13,28,8,48,33.3,2,66.7,259,129,1,4,3,2,32,11,0,2,1,0,6,1,0,0,0,4,0,1,0,6.65,"RW","Midfielder",6.86,"F",7,"FWR"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Arsenal","Away","granit xhaka","/en/players/e61b8aee/Granit-Xhaka",34,"SUI","LM",NA,"29-312",90,0,0,0,0,0,0,1,0,61,1,2,2,0,0,0,3,0,41,48,85.4,8,33,0,0,0,"Premier League","M","ENG","1st",2023,41,48,85.4,575,204,22,24,91.7,14,16,87.5,1,3,33.3,0,0.1,1,5,1,0,8,48,44,4,3,0,0,0,1,0,0,0,0,41,0,0,1,1,1,0,0,1,2,50,1,2,1,1,3,3,0,61,8,19,29,14,1,61,0,0,0,115,63,2,0,1,1,39,1,0,1,4,0,0,1,0,0,0,5,4,0,100,7.36,"DM","Midfielder",7.78,"M",7.1,"MC"
"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Premier League","05/08/2022","Premier League (Matchweek 1)","crystal palace","4-2-3-1",0,1.2,"",1,0,"arsenal","04/03/2003",2,1,"Gabriel Martinelli · 20&rsquor; Marc Guéhi (OG) · 85&rsquor;",2,0,"https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League","Arsenal","Away","thomas partey","/en/players/529f49ab/Thomas-Partey",5,"GHA","CM",NA,"29-053",90,0,0,0,0,1,0,0,0,64,6,1,3,0.1,0.1,0.1,1,0,38,47,80.9,6,37,0,0,0,"Premier League","M","ENG","1st",2023,38,47,80.9,640,230,17,22,77.3,16,18,88.9,4,6,66.7,0.1,0,1,5,0,0,6,47,45,2,2,0,0,0,0,0,0,0,0,38,0,0,6,5,4,2,0,0,4,0,4,3,1,2,7,1,0,64,4,24,33,8,1,64,0,0,0,125,63,0,0,3,1,38,0,0,2,1,0,0,5,0,0,0,8,0,1,0,7.36,"DM","Midfielder",7.66,"M",7,"MC"
